bookId,eid,location_name,category_name,fromDate,toDate,created,status
cs_W3nJo4IN,44006,Information Centre,Meeting Rooms,2021-07-09,2021-07-09T15:45:00+10:00,2021-07-09T08:45:18+10:00,Confirmed
cs_W3nJpMiN,43476,Information Centre,Meeting Rooms,2021-07-10,2021-07-10T11:45:00+10:00,2021-07-10T10:29:42+10:00,Confirmed
cs_W3nK80ce,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-14,2021-07-14T13:45:00+10:00,2021-07-12T11:05:47+10:00,Confirmed
cs_W3nK80ce,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-14,2021-07-14T17:45:00+10:00,2021-07-12T11:05:47+10:00,Confirmed
cs_W3nKNZUN,47267,Information Centre,Studio 2,2021-07-12,2021-07-12T12:30:00+10:00,2021-07-12T09:59:42+10:00,Confirmed
cs_W3nMD6tN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-30,2021-07-30T13:45:00+10:00,2021-07-29T10:11:10+10:00,Confirmed
cs_W3nMMYcN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-29,2021-07-29T17:45:00+10:00,2021-07-29T10:56:56+10:00,Confirmed
cs_W3nQ64CN,44006,Information Centre,Meeting Rooms,2021-07-17,2021-07-17T16:45:00+10:00,2021-07-06T20:19:36+10:00,Cancelled by Admin
cs_W3nRNjiN,43476,Information Centre,Meeting Rooms,2021-07-15,2021-07-15T12:45:00+10:00,2021-07-14T13:55:30+10:00,Confirmed
cs_W3nRgwuN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-21,2021-07-21T13:45:00+10:00,2021-07-14T14:13:13+10:00,Confirmed
cs_W3nYNYTN,44007,Information Centre,Meeting Rooms,2021-07-03,2021-07-03T15:45:00+10:00,2021-06-27T20:14:22+10:00,Confirmed
cs_W3naAkIN,43852,Information Centre,Meeting Rooms,2021-08-04,2021-08-04T16:45:00+10:00,2021-08-04T15:29:46+10:00,Confirmed
cs_W3ne0Ofe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-03,2021-08-03T13:45:00+10:00,2021-08-02T12:04:37+10:00,Confirmed
cs_W3ne0Ofe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-03,2021-08-03T17:45:00+10:00,2021-08-02T12:04:37+10:00,Confirmed
cs_W3ne76tN,43476,Information Centre,Meeting Rooms,2021-08-07,2021-08-07T15:45:00+10:00,2021-08-01T21:08:58+10:00,Cancelled by User
cs_W3nm0RtN,43852,Information Centre,Meeting Rooms,2021-07-06,2021-07-06T15:45:00+10:00,2021-07-05T16:58:45+10:00,Confirmed
cs_W3nm9ZIN,44006,Information Centre,Meeting Rooms,2021-07-05,2021-07-05T14:45:00+10:00,2021-07-05T13:36:19+10:00,Confirmed
cs_W3nmMjHN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-09,2021-07-09T13:45:00+10:00,2021-07-06T10:22:50+10:00,Confirmed
cs_W3nmWQtN,43476,Information Centre,Meeting Rooms,2021-07-06,2021-07-06T16:45:00+10:00,2021-07-06T11:53:25+10:00,Confirmed
cs_W3nmYMHN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-22,2021-07-22T17:45:00+10:00,2021-07-05T12:44:44+10:00,Confirmed
cs_W3nvRefe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-06-25,2021-06-25T13:45:00+10:00,2021-06-25T13:00:41+10:00,Cancelled by Admin
cs_W3nvRefe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-06-25,2021-06-25T17:45:00+10:00,2021-06-25T13:00:41+10:00,Cancelled by Admin
cs_W3nxBQIN,43476,Information Centre,Meeting Rooms,2021-06-17,2021-06-17T16:45:00+10:00,2021-06-17T11:31:02+10:00,Confirmed
cs_W3nzlMhN,44006,Information Centre,Meeting Rooms,2021-08-01,2021-08-01T12:45:00+10:00,2021-07-30T15:30:24+10:00,Confirmed
cs_W3nzwjSN,44006,Information Centre,Meeting Rooms,2021-07-30,2021-07-30T13:45:00+10:00,2021-07-30T12:53:57+10:00,Confirmed
cs_W3p1mZiN,43476,Information Centre,Meeting Rooms,2021-04-09,2021-04-09T10:45:00+10:00,2021-04-08T13:52:17+10:00,Cancelled by User
cs_W3p3RZHN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-28,2021-03-28T13:45:00+11:00,2021-03-20T16:30:17+11:00,Cancelled by Admin
cs_W3pBVyHN,43852,Information Centre,Meeting Rooms,2021-04-06,2021-04-06T15:45:00+10:00,2021-03-31T15:56:20+11:00,Cancelled by System
cs_W3pDgkSN,43476,Information Centre,Meeting Rooms,2021-04-14,2021-04-14T16:45:00+10:00,2021-04-11T10:53:40+10:00,Confirmed
cs_W3pKDvUe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-09,2021-04-09T13:45:00+10:00,2021-04-06T10:56:07+10:00,Confirmed
cs_W3pKDvUe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-09,2021-04-09T17:45:00+10:00,2021-04-06T10:56:07+10:00,Confirmed
cs_W3pKRRSN,43476,Information Centre,Meeting Rooms,2021-04-06,2021-04-06T11:45:00+10:00,2021-04-06T10:09:52+10:00,Confirmed
cs_W3pOOMiN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-28,2021-03-28T13:45:00+11:00,2021-03-23T11:10:59+11:00,Cancelled by User
cs_W3pOa6CN,43852,Information Centre,Meeting Rooms,2021-03-23,2021-03-23T17:45:00+11:00,2021-03-23T15:09:01+11:00,Confirmed
cs_W3pQoRSN,44007,Information Centre,Meeting Rooms,2021-04-03,2021-04-03T12:45:00+11:00,2021-04-02T23:33:39+11:00,Cancelled by User
cs_W3pWjySN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-18,2021-04-18T13:45:00+10:00,2021-04-15T11:48:06+10:00,Confirmed
cs_W3pdD6cN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-25,2021-03-25T13:45:00+11:00,2021-03-19T14:32:44+11:00,Confirmed
cs_W3pej4cN,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-14,2021-04-14T17:45:00+10:00,2021-04-14T12:22:05+10:00,Cancelled by Admin
cs_W3pgzQcN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-30,2021-03-30T13:45:00+11:00,2021-03-29T14:58:47+11:00,Confirmed
cs_W3plBZCN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-26,2021-03-26T17:45:00+11:00,2021-03-24T11:03:12+11:00,Confirmed
cs_W3po0ZUN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-31,2021-03-31T13:45:00+11:00,2021-03-26T17:49:51+11:00,Confirmed
cs_W3pp1kIN,43852,Information Centre,Meeting Rooms,2021-04-10,2021-04-10T15:45:00+10:00,2021-04-09T11:34:41+10:00,Confirmed
cs_W3ppRZiN,44006,Information Centre,Meeting Rooms,2021-04-09,2021-04-09T12:45:00+10:00,2021-04-09T11:10:01+10:00,Confirmed
cs_W3ppWjFN,43476,Information Centre,Meeting Rooms,2021-04-09,2021-04-09T14:45:00+10:00,2021-04-09T13:46:05+10:00,Cancelled by Admin
cs_W3pzw4iN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-15,2021-04-15T17:45:00+10:00,2021-04-13T14:58:40+10:00,Confirmed
cs_W3z38wTN,43852,Information Centre,Meeting Rooms,2022-02-17,2022-02-17T14:45:00+11:00,2022-02-17T06:30:44+11:00,Confirmed
cs_W3z7KyiN,44007,Information Centre,Meeting Rooms,2022-02-18,2022-02-18T13:45:00+11:00,2022-02-18T00:23:35+11:00,Confirmed
cs_W3zl2YIN,44006,Information Centre,Meeting Rooms,2022-02-24,2022-02-24T12:45:00+11:00,2022-02-24T11:30:36+11:00,Confirmed
cs_W3zl9kcN,44160,StartSpace ,Meeting Rooms,2022-02-24,2022-02-24T10:45:00+11:00,2022-02-24T10:12:26+11:00,Confirmed
cs_W3zwWkHN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-15,2022-02-15T16:00:00+11:00,2022-02-15T14:54:41+11:00,Confirmed
cs_W3zwakiN,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-20,2022-02-20T13:45:00+11:00,2022-02-15T15:23:17+11:00,Confirmed
cs_W3zxOZHN,44007,Information Centre,Meeting Rooms,2022-02-25,2022-02-25T18:00:00+11:00,2022-02-25T17:13:57+11:00,Confirmed
cs_XwN0Rvsk,44007,Information Centre,Meeting Rooms,2021-12-16,2021-12-16T11:45:00+11:00,2021-12-15T11:04:35+11:00,Confirmed
cs_XwN1aJsk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-18,2021-11-18T13:00:00+11:00,2021-11-11T12:02:52+11:00,Confirmed
cs_XwN2xRUk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-19,2021-11-19T13:00:00+11:00,2021-11-15T15:36:47+11:00,Confirmed
cs_XwN3qOfk,44007,Information Centre,Meeting Rooms,2021-11-14,2021-11-14T14:45:00+11:00,2021-11-14T13:59:50+11:00,Confirmed
cs_XwN4dwuy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-25,2021-11-25T13:00:00+11:00,2021-11-23T14:01:03+11:00,Confirmed
cs_XwN4dwuy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-25,2021-11-25T16:00:00+11:00,2021-11-23T14:01:03+11:00,Confirmed
cs_XwN5YmSk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-03,2022-02-03T13:00:00+11:00,2022-01-31T16:05:06+11:00,Confirmed
cs_XwN9ARTk,43476,Information Centre,Meeting Rooms,2021-12-08,2021-12-08T16:45:00+11:00,2021-11-30T13:20:52+11:00,Cancelled by User
cs_XwN9XMIk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-01,2021-12-01T16:00:00+11:00,2021-11-30T11:55:41+11:00,Confirmed
cs_XwNAv4Uk,43476,Information Centre,Meeting Rooms,2022-01-08,2022-01-08T14:45:00+11:00,2022-01-08T13:29:55+11:00,Confirmed
cs_XwNBBvIk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-19,2021-11-19T13:00:00+11:00,2021-11-16T16:07:35+11:00,Confirmed
cs_XwNDDpHk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-06,2021-12-06T16:00:00+11:00,2021-12-03T15:46:31+11:00,Confirmed
cs_XwNDo4fk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-04,2021-12-04T13:45:00+11:00,2021-12-04T11:23:31+11:00,Confirmed
cs_XwNJy4ck,43852,Information Centre,Meeting Rooms,2022-02-14,2022-02-14T17:45:00+11:00,2022-02-13T23:32:38+11:00,Confirmed
cs_XwNKWvSk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-01-20,2022-01-20T16:00:00+11:00,2022-01-13T16:09:38+11:00,Confirmed
cs_XwNMBvIk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-01-23,2022-01-23T13:45:00+11:00,2022-01-16T13:32:14+11:00,Confirmed
cs_XwNMX7uk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-01-19,2022-01-19T13:00:00+11:00,2022-01-17T13:46:23+11:00,Confirmed
cs_XwNNROtk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-04,2022-02-04T16:00:00+11:00,2022-02-04T12:25:26+11:00,Confirmed
cs_XwNO7JFk,44007,Information Centre,Meeting Rooms,2021-11-18,2021-11-18T17:45:00+11:00,2021-11-17T21:16:28+11:00,Cancelled by User
cs_XwNPDRCk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-09,2021-12-09T16:00:00+11:00,2021-12-07T10:21:38+11:00,Cancelled by Admin
cs_XwNPJBIy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-10,2021-12-10T13:00:00+11:00,2021-12-08T10:43:42+11:00,Confirmed
cs_XwNPJBIy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-10,2021-12-10T16:00:00+11:00,2021-12-08T10:43:42+11:00,Confirmed
cs_XwNPj5Ck,43476,Information Centre,Meeting Rooms,2021-12-20,2021-12-20T13:45:00+11:00,2021-12-07T15:57:39+11:00,Confirmed
cs_XwNQ33Sk,43852,Information Centre,Meeting Rooms,2022-02-10,2022-02-10T11:45:00+11:00,2022-02-10T06:18:49+11:00,Confirmed
cs_XwNQB7sk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-14,2022-02-14T16:00:00+11:00,2022-02-10T10:05:46+11:00,Confirmed
cs_XwNVJRsk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-30,2021-11-30T13:00:00+11:00,2021-11-29T15:13:58+11:00,Confirmed
cs_XwNVPRCk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-30,2021-11-30T13:00:00+11:00,2021-11-28T11:36:23+11:00,Confirmed
cs_XwNVj5uk,44007,Information Centre,Meeting Rooms,2021-12-02,2021-12-02T12:45:00+11:00,2021-11-29T11:03:01+11:00,Confirmed
cs_XwNVywhy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-01,2021-12-01T13:00:00+11:00,2021-11-27T13:29:19+11:00,Confirmed
cs_XwNVywhy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-01,2021-12-01T16:00:00+11:00,2021-11-27T13:29:19+11:00,Confirmed
cs_XwNWj3Ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-01-12,2022-01-12T16:00:00+11:00,2022-01-12T14:21:16+11:00,Confirmed
cs_XwNY5RTk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-12-05,2021-12-05T17:45:00+11:00,2021-11-26T11:44:45+11:00,Confirmed
cs_XwNZvvSk,44006,Information Centre,Meeting Rooms,2022-01-24,2022-01-24T14:45:00+11:00,2022-01-21T16:18:53+11:00,Confirmed
cs_XwNbO7ck,44006,Information Centre,Meeting Rooms,2022-01-30,2022-01-30T16:45:00+11:00,2022-01-28T00:20:08+11:00,Confirmed
cs_XwNbWmtk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-06,2022-02-06T13:45:00+11:00,2022-01-28T13:50:19+11:00,Confirmed
cs_XwNba3Ik,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-02,2022-02-02T16:00:00+11:00,2022-01-28T16:33:05+11:00,Confirmed
cs_XwNgw3fk,43852,Information Centre,Meeting Rooms,2022-01-18,2022-01-18T16:45:00+11:00,2022-01-18T15:51:58+11:00,Confirmed
cs_XwNkMaCy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-19,2021-11-19T13:00:00+11:00,2021-11-16T10:20:51+11:00,Confirmed
cs_XwNkMaCy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-11-19,2021-11-19T16:00:00+11:00,2021-11-16T10:20:51+11:00,Confirmed
cs_XwNnbmik,44007,Information Centre,Meeting Rooms,2022-01-30,2022-01-30T17:45:00+11:00,2022-01-30T15:19:53+11:00,Confirmed
cs_XwNomOHk,43852,Information Centre,Meeting Rooms,2021-12-21,2021-12-21T12:45:00+11:00,2021-12-21T12:30:08+11:00,Confirmed
cs_XwNp07uk,43476,Information Centre,Meeting Rooms,2022-01-28,2022-01-28T17:45:00+11:00,2022-01-25T17:22:00+11:00,Confirmed
cs_XwNqA3Ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-04,2022-02-04T16:00:00+11:00,2022-02-02T13:00:48+11:00,Confirmed
cs_XwNqXnTy,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-04,2022-02-04T13:00:00+11:00,2022-02-02T12:12:41+11:00,Cancelled by Admin
cs_XwNqXnTy,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-02-04,2022-02-04T16:00:00+11:00,2022-02-02T12:12:41+11:00,Cancelled by Admin
cs_XwNyP3fk,44007,Information Centre,Meeting Rooms,2021-11-23,2021-11-23T13:45:00+11:00,2021-11-22T17:05:05+11:00,Cancelled by User
cs_Xwa9pvhk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-09,2021-03-09T17:45:00+11:00,2021-03-04T16:35:00+11:00,Confirmed
cs_XwaDKoSy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-07,2021-03-07T13:45:00+11:00,2021-03-06T17:05:07+11:00,Confirmed
cs_XwaDKoSy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-07,2021-03-07T17:45:00+11:00,2021-03-06T17:05:07+11:00,Confirmed
cs_XwaJNmTk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-23,2021-03-23T17:45:00+11:00,2021-03-18T14:36:03+11:00,Confirmed
cs_XwaVN3Tk,43476,Information Centre,Meeting Rooms,2021-03-04,2021-03-04T10:45:00+11:00,2021-03-04T10:23:29+11:00,Confirmed
cs_XwaY4MCk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-08,2021-03-08T17:45:00+11:00,2021-03-03T11:52:48+11:00,Confirmed
cs_XwamOOHk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-17,2021-03-17T13:45:00+11:00,2021-03-10T10:31:40+11:00,Confirmed
cs_XwaqXmCk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-18,2021-03-18T13:45:00+11:00,2021-03-15T14:53:29+11:00,Confirmed
cs_XwayDmuk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-03,2021-03-03T17:45:00+11:00,2021-03-02T12:42:41+11:00,Confirmed
cs_XwayaOsk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-03,2021-03-03T17:45:00+11:00,2021-03-02T14:12:25+11:00,Confirmed
cs_Xwayavck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-05,2021-03-05T13:45:00+11:00,2021-03-02T14:15:14+11:00,Confirmed
cs_XwbB77sk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-20,2021-05-20T13:45:00+10:00,2021-05-17T14:44:33+10:00,Confirmed
cs_XwbBdptk,43852,Information Centre,Meeting Rooms,2021-05-17,2021-05-17T13:45:00+10:00,2021-05-17T13:07:45+10:00,Confirmed
cs_XwbD17ck,43852,Information Centre,Meeting Rooms,2021-05-22,2021-05-22T14:45:00+10:00,2021-05-22T12:35:18+10:00,Confirmed
cs_XwbOl5Tk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-20,2021-05-20T13:45:00+10:00,2021-05-18T10:45:50+10:00,Confirmed
cs_XwbeRJsk,44007,Information Centre,Meeting Rooms,2021-05-18,2021-05-18T16:45:00+10:00,2021-05-18T15:17:30+10:00,Confirmed
cs_XwbmQ7Tk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-06-02,2021-06-02T13:45:00+10:00,2021-05-26T13:53:48+10:00,Confirmed
cs_XwbmaJtk,47267,Information Centre,Studio 2,2021-05-31,2021-05-31T17:30:00+10:00,2021-05-26T12:25:09+10:00,Confirmed
cs_Xwbmj4tk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-31,2021-05-31T17:45:00+10:00,2021-05-26T12:33:16+10:00,Confirmed
cs_XwbyoOFk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-28,2021-05-28T13:45:00+10:00,2021-05-19T11:08:08+10:00,Confirmed
cs_Xwj6K5uk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-13,2021-05-13T17:45:00+10:00,2021-05-11T14:32:14+10:00,Confirmed
cs_Xwj6a7Ck,43852,Information Centre,Meeting Rooms,2021-05-11,2021-05-11T15:45:00+10:00,2021-05-11T15:00:53+10:00,Confirmed
cs_Xwj865Ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-25,2021-04-25T13:45:00+10:00,2021-04-22T10:11:34+10:00,Cancelled by Admin
cs_Xwj8wvSk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-23,2021-04-23T13:45:00+10:00,2021-04-21T17:51:48+10:00,Confirmed
cs_Xwj9jOTk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-28,2021-04-28T17:45:00+10:00,2021-04-26T10:25:36+10:00,Confirmed
cs_XwjAB3ik,44006,Information Centre,Meeting Rooms,2021-05-02,2021-05-02T12:45:00+10:00,2021-05-02T11:33:25+10:00,Confirmed
cs_XwjMDJTk,44007,Information Centre,Meeting Rooms,2021-05-04,2021-05-04T11:45:00+10:00,2021-05-04T03:41:25+10:00,Confirmed
cs_XwjNamtk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-13,2021-05-13T13:45:00+10:00,2021-05-10T12:01:26+10:00,Confirmed
cs_XwjVQ3Ik,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-26,2021-04-26T17:45:00+10:00,2021-04-25T17:08:38+10:00,Confirmed
cs_XwjY47Tk,44160,StartSpace ,Meeting Rooms,2021-04-23,2021-04-23T15:00:00+10:00,2021-04-23T13:43:50+10:00,Cancelled by System
cs_Xwja1OUk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-11,2021-05-11T13:45:00+10:00,2021-05-05T10:31:11+10:00,Confirmed
cs_Xwjaq4tk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-05,2021-05-05T17:45:00+10:00,2021-05-05T15:04:02+10:00,Confirmed
cs_Xwjb34hk,44160,StartSpace ,Meeting Rooms,2021-05-07,2021-05-07T13:00:00+10:00,2021-05-06T16:13:42+10:00,Confirmed
cs_Xwjj6vSk,43476,Information Centre,Meeting Rooms,2021-05-07,2021-05-07T12:45:00+10:00,2021-05-06T15:09:40+10:00,Confirmed
cs_XwjnZvSk,44006,Information Centre,Meeting Rooms,2021-05-09,2021-05-09T14:45:00+10:00,2021-05-07T15:54:17+10:00,Confirmed
cs_XwjoJ5Hk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-01,2021-05-01T17:45:00+10:00,2021-04-30T16:22:47+10:00,Confirmed
cs_Xwjxe4Ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-13,2021-05-13T13:45:00+10:00,2021-05-10T14:32:50+10:00,Confirmed
cs_XwjynvTk,43476,Information Centre,Meeting Rooms,2021-04-22,2021-04-22T15:45:00+10:00,2021-04-22T14:52:45+10:00,Confirmed
cs_XwjzMRIk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-05-05,2021-05-05T13:45:00+10:00,2021-04-28T10:43:08+10:00,Confirmed
cs_Xwn69OTk,43476,Information Centre,Meeting Rooms,2021-08-03,2021-08-03T11:45:00+10:00,2021-08-02T21:16:50+10:00,Confirmed
cs_Xwn6JvFk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-03,2021-08-03T13:45:00+10:00,2021-08-03T13:26:12+10:00,Confirmed
cs_Xwn6d4ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-03,2021-08-03T17:45:00+10:00,2021-08-02T15:45:05+10:00,Confirmed
cs_XwnKX3Ik,44006,Information Centre,Meeting Rooms,2021-07-12,2021-07-12T13:45:00+10:00,2021-07-12T11:55:13+10:00,Cancelled by User
cs_XwnWMvsk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-13,2021-07-13T17:45:00+10:00,2021-07-09T17:13:13+10:00,Confirmed
cs_XwnX75Ik,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-06,2021-07-06T13:45:00+10:00,2021-06-29T12:26:42+10:00,Confirmed
cs_XwnXQ3Uk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-02,2021-07-02T17:45:00+10:00,2021-06-30T13:57:21+10:00,Confirmed
cs_XwnXy4ck,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-01,2021-07-01T13:45:00+10:00,2021-06-29T10:14:43+10:00,Confirmed
cs_XwnXz7Ck,43852,Information Centre,Meeting Rooms,2021-07-01,2021-07-01T15:45:00+10:00,2021-06-29T14:01:21+10:00,Cancelled by User
cs_Xwng6Ruk,43852,Information Centre,Meeting Rooms,2021-07-15,2021-07-15T13:45:00+10:00,2021-07-15T12:41:31+10:00,Confirmed
cs_XwngxMtk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-17,2021-07-17T17:45:00+10:00,2021-07-15T11:45:22+10:00,Confirmed
cs_Xwnl44sk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-11,2021-08-11T14:00:00+10:00,2021-08-04T14:53:11+10:00,Confirmed
cs_XwnlelCy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-11,2021-08-11T13:45:00+10:00,2021-08-04T14:16:18+10:00,Confirmed
cs_XwnlelCy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-11,2021-08-11T17:45:00+10:00,2021-08-04T14:16:18+10:00,Confirmed
cs_Xwnma7Fk,43852,Information Centre,Meeting Rooms,2021-07-11,2021-07-11T12:45:00+10:00,2021-07-05T21:49:59+10:00,Cancelled by User
cs_XwnmlpHk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-08,2021-07-08T17:45:00+10:00,2021-07-06T12:31:00+10:00,Confirmed
cs_Xwnv6OCk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-07-02,2021-07-02T13:45:00+10:00,2021-06-26T10:27:13+10:00,Confirmed
cs_XwnvyRIk,44160,StartSpace ,Meeting Rooms,2021-06-25,2021-06-25T16:00:00+10:00,2021-06-24T18:08:41+10:00,Confirmed
cs_XwnxV4uk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-08-04,2021-08-04T17:45:00+10:00,2021-07-30T17:51:23+10:00,Confirmed
cs_XwnxnJik,44007,Information Centre,Meeting Rooms,2021-08-01,2021-08-01T15:45:00+10:00,2021-08-01T12:15:02+10:00,Confirmed
cs_Xwp5b3fk,44006,Information Centre,Meeting Rooms,2021-04-14,2021-04-14T12:45:00+10:00,2021-04-12T15:22:52+10:00,Confirmed
cs_Xwp9vvsk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-03-31,2021-03-31T17:45:00+11:00,2021-03-26T15:55:02+11:00,Confirmed
cs_XwpKROHk,43476,Information Centre,Meeting Rooms,2021-04-06,2021-04-06T14:45:00+10:00,2021-04-06T11:52:31+10:00,Cancelled by User
cs_XwpNAMfk,43476,Information Centre,Meeting Rooms,2021-04-13,2021-04-13T13:45:00+10:00,2021-04-13T12:25:36+10:00,Confirmed
cs_XwpNpOHk,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2021-04-15,2021-04-15T13:45:00+10:00,2021-04-13T13:11:07+10:00,Confirmed
